Working in schoo,1,2974
pick up pen,21,28
use pen to write,21,115
use stapler,21,210
Starts writing,29,32
picks up pen,32,48
pen to paper,36,39
grading papers,37,119
move paper to side,39,72
picking up the paper,41,48
SEPERATING SHEET,43,76
keeping paper aside,53,74
put pen down,72,114
kept the pen down,108,114
pick up stapler,115,126
Puts down pen,115,126
picking up stapler,118,125
use stapler,122,206
uses stapler,123,213
TAKING STAPLER,124,162
Picks up black stapler,125,133
Picks up stapler,126,154
using stapler,129,214
staple paper,137,207
Using stapler,139,211
stapling on the sheet,142,151
stapling papers,144,197
Staples paper,154,209
Staples paper corner,155,205
USING STAPLER,165,214
used stapler,178,209
move stapler to side,200,209
kept the stapler down,202,209
using laptop,209,220
type on computer,216,584
typing,220,1201
typing on laptop,220,600
typed on the keyboard,221,642
Typing on laptop ,221,1214
USING LAPTOP,221,825
typing on the keyboard,223,1219
using laptop and talking,228,1224
types on laptop,231,555
Types on laptop ,232,612
Types ,599,615
keep on typing,653,1139
Types on laptop ,657,734
typing,657,715
typing and talking,657,820
type on computer,662,796
types,691,1227
talking,837,861
type on computer,858,1219
USING LAPTOP,858,1218
typing and talking,861,1220
stopped typing,1152,1227
grab paper,1211,1222
pick up pen,1211,1222
picking up pen,1218,1227
use pencil,1219,1732
TAKING LAPTOP,1219,1273
talking and grading,1220,1366
Starts writing,1227,1266
hold pen,1229,1457
took a pen,1239,1316
WRITING,1312,1732
Stops talking ,1328,1331
writing on the paper,1330,1389
writing on paper,1330,1671
write,1331,1716
Writing on paper ,1333,2213
writes on paper,1347,1661
grading paper,1366,1719
writing,1457,1679
Stops writing ,1716,1726
talking,1719,1756
grading papers,1756,2213
use pencil,1758,2212
WRITING,1760,1955
Writing ,1762,2213
writing,1770,2207
writing on paper and talking,1777,2222
continued to write,1877,2233
READING,1955,1999
WRITING ON PAPER,2003,2220
look up,2208,2213
tapping paper both hands,2221,2231
tap paper right hand,2233,2260
stopped writing,2233,2295
touch laptop,2283,2287
using laptop,2288,2947
Starts typing,2295,2569
typing,2295,2683
type on computer,2297,2951
USING LAPTOP,2297,2554
Typing on laptop,2301,2941
using laptop,2308,2956
Stares and types ,2549,2579
USING LAPTOP,2575,2735
Staring and Typing,2579,2880
USING LAPTOP,2845,2949
talking,2853,3003
Talking and Typing ,2880,2916
Staring,2916,2948
Talking ,2948,2964
Starts talking,2973,3003
picking up pen,2983,3001
Picks up pen,2993,3003
