working in office,1,2493
removing headphones,62,99
removed the headphone,72,89
Putting down headphone,74,89
Remove headphones,75,88
Take headset Off,77,87
Headphones off,83,91
headphones on table,83,98
Picks up pen,88,103
Pickup up ballpen,89,108
Grab Pen,89,93
writing,93,301
Writes on paper,97,288
writes on paper,98,497
picking up pen,99,122
working on homework,102,1285
Writing with ballpen,108,277
writing,112,289
writing with pen,122,208
Writes ,132,204
Writes on paper,132,202
Writte on paper,136,283
writing fast,208,295
Scribbles on paper,230,270
Checks Paper,270,334
Picking up paper,277,326
Checking paper,281,347
Turn sheet of paper,284,360
Flips paper over,294,337
picking up paper,295,324
setting the paper,321,392
putting down paper,324,349
Putting down paper,326,353
Touching headset,334,356
picking up pen,349,361
Writing with ballpen,353,456
Writing,356,503
Writte on paper,360,387
writing with pen,361,477
Writes on paper,370,901
writing something,403,670
Writes and scribbles,419,459
Write on paper,434,473
Checks cellphone,454,511
Uses Phone,459,508
Checking cellphone,462,515
Using mobile phone,463,509
Touching smartphone,469,510
using calculator,477,518
manipulates phone,497,534
Writing,505,839
Writes on paper,508,656
Writing with ballpen,509,657
writing with pen,518,663
Write on paper,526,660
writes on paper,534,923
Writing with ballpen,681,837
Writes on paper,682,836
write something,687,847
Write on paper,697,847
putting down pen,740,847
Putting down ballpen,837,846
Itching face,846,854
picking up pen,847,882
Grab Pen,855,861
Pickup up ballpen,856,865
picks up pen,856,866
Writing with ballpen,865,892
Scribbles on paper,866,891
Writing,870,898
Write on paper,874,903
writing with pen,882,908
scribbled and throw pen,887,900
Keeps pen aside,891,899
Putting down ballpen,892,900
Put headset On,898,925
Wears headphone,899,952
Puts on headphones,899,959
Putting on headphone,905,953
wearing headphones,908,953
Headphnes on,913,957
wore headphone ,913,932
Uses laptop,952,1260
typing on laptop,953,1052
puts on headphones,954,963
Typing on laptop,955,1248
Touching laptop keyboard,957,1253
Using Laptop,957,1261
started typing keyboard,959,1265
works on laptop,963,1264
Types on computer,973,1276
typing on keyboard,1052,1191
typing on laptop,1191,1267
Using mobile phone,1248,1269
Checking phone,1250,1271
manipulates cellphone,1250,1284
Straightens paper,1260,1271
picking up pen,1267,1310
picks up pen,1271,1282
Grab Pen,1271,1285
Pickup up ballpen,1273,1284
Writes on paper,1282,1317
Writing with ballpen,1284,1317
writes,1284,1330
Writing,1285,1338
Writes on paper,1287,1310
wrote on a paper,1289,1325
writing with pen,1310,1333
Putting down ballpen,1317,1324
leaves pen,1317,1323
Picks up phone,1322,1450
Uses phone,1323,1460
Using mobile phone,1324,1741
uses phone texting,1330,1644
operated cellphone,1332,1740
picking up calculator,1333,1358
uses cellphone to call,1336,1738
Checking cellphone,1338,1742
using calculator,1358,1520
Takes photo,1458,1546
Uses phone camera,1460,1508
Smartphone photos,1461,1507
takes photo ,1462,1509
Uses smart phone,1508,1728
Uses cellphone,1581,1702
picking up pen,1672,1761
Sets cellphone down,1723,1751
Puts back phone,1728,1745
uses pen,1740,1780
scribbled,1740,1777
Pickup up ballpen,1743,1750
Grab Pen,1743,1747
picks up pen,1745,1752
write on paper,1749,1809
Writing with ballpen,1750,1770
Writes and scribbles,1752,1769
puts phone down,1755,1749
Writing,1757,1771
writing with pen,1761,1788
Puts back pen,1769,1775
Putting down ballpen,1770,1779
Take Stapler,1775,1810
Uses stapler,1775,1965
Moving stapler,1779,1801
Uses stapler,1780,1814
Grab Stapler,1780,1786
moving stapler,1788,1804
detaching papers,1804,1864
Aligning paper,1808,1892
uses stapler,1809,1975
Sees papers,1810,1925
Arranging papers,1811,1918
Organizes notes,1812,1915
arranged and stapled paper,1826,1954
rearranging papers,1864,1920
Using stapler,1918,1960
stapling papers together,1920,1951
Uses stapler,1921,1965
Staple papers,1925,1961
Stapling paper,1929,1957
picking up pen,1951,1986
Grab Pen,1959,1966
Pickup up ballpen,1960,1969
Writes on paper,1961,2011
Writing with ballpen,1969,2009
scribbled,1970,2018
Writing,1970,2021
writing with pen,1986,2016
Writes on paper,1992,2028
Putting down ballpen,2009,2013
Takes out headphone,2011,2038
Putting down headphone,2013,2041
Remove headset,2014,2040
Removes headphones,2015,2061
removing headphones,2016,2042
takes off headphones,2024,2041
removed the headphone,2029,2044
Picks up marker,2035,2103
Pickup up marker,2041,2064
uses highlighter ,2041,2314
picking up blue marker,2042,2069
Grab highlighter,2054,2061
picksup marker,2055,2065
Using marker,2064,2258
took a pen ,2064,2245
Writes on paper,2065,2248
writing with marker,2069,2222
Highlights stuff on paper,2112,2255
Writes on paper,2113,2305
writing with marker,2222,2260
finishing writing,2236,2252
Recaps marker,2248,2308
putting down marker,2252,2314
Put highlighter away,2255,2313
Using marker,2270,2295
put down the pen,2286,2317
Putting down marker,2295,2313
puts back marker,2308,2314
Puts down marker,2311,2318
Chooses pen,2314,2335
picking up pen,2314,2352
Picks up pen,2323,2360
Picking up pencil,2328,2341
Grab pencil,2328,2339
Writes on paper,2335,2481
took another pen,2338,2378
more writing ,2343,2443
Writing with pencil,2349,2485
writing with pen,2352,2480
Writing,2355,2498
Writes on paper,2374,2504
started to scribble,2388,2493
putting down pen,2480,2503
leaves pen,2481,2493
Putting down pencil,2485,2494
Finishes off,2493,2518
Thumbs Up,2505,2517
