pickup headphone,18,36
put on headphones,27,47
Wearing headphones ,36,66
wear headphone,42,857
Wearing Headphone,44,66
Putting earphone,49,72
browsing on laptop,67,114
browsing with laptop,81,110
Surfing laptop,86,102
pickup pen,106,158
pickup pen,106,584
taking notes,106,376
Taking pen,111,129
taking pen,116,128
pickup file,130,167
Writing on paper,137,259
writes on file,170,378
writing something,181,387
Using calculator ,377,400
calculating on calculator,383,402
Using calulator,384,408
Using calculator,387,409
fixing headphone,389,410
taking notes reading,416,481
opens file,420,428
keeps the file aside,434,440
pickup paper,443,488
drinking while reading,483,581
takes the cup,484,577
Drinking water,486,574
Taking Cup,487,499
put paper down,488,491
Drinking from glass,499,574
drinking water,508,525
reading something,525,559
drinking water,557,571
touches the headphone,565,575
takes the paper,579,628
stapling sheets,581,632
pickup stabler,593,626
Using stapler,600,621
stapling the paper,603,620
Using stapler,605,629
using stapler,607,629
pickup pendrive,633,672
Insert USB device,636,672
Using pen drive ,645,681
Connection Pendrive,647,677
connecting pendrive to laptop,655,673
puting usb,660,680
Typing with laptop,672,748
browsing on laptop,673,695
Using laptop,681,796
typing on laaptop,695,731
typing something,704,735
Typing in laptop,705,734
browsing on laptop,734,801
browsing with laptop,748,802
removed USB device,782,822
Disconnecting Pendrive,787,820
disconnect pendrive,801,803
keeps pendrive aside,805,818
closed laptop,822,851
closes the laptop,826,846
Closing laptop,834,856
takeoff the headphone,848,853
Removing headphone,849,865
removed headphones,851,870
keep headphone aside,854,862
