workign in office,1,555
opened laptop ,21,40
opening laptop,23,42
opening laptop,23,547
opening laptop,25,109
laptop used,25,569
Opening Laptop,28,44
Opens laptop,29,48
typing in laptop,40,117
working on laptop,42,123
Working on laptop,44,125
typing,47,118
Typing,81,119
Types on laptop,83,122
working on laptop,109,128
pick red pen,121,127
picking pen,121,187
Writes on paper,122,224
writing on paper ,123,191
Writing on paper,125,192
writing in paper,127,184
writing,128,186
writing on paper,128,191
dropped pen ,184,188
pick stapler ,188,196
picking stapler,190,209
Taking Stapler,191,213
using stapler ,191,222
using stapler,191,232
stappling paper ,196,204
dropped stapler ,204,208
typing laptop,208,298
typing on laptop,216,298
Continue working,221,306
working on laptop,222,305
Types on laptop,228,309
working on laptop,239,306
stopped typing on laptop,298,299
pick red pen,299,304
picking pen,303,432
writing on paper ,305,434
writing on paper,306,441
writing,307,422
writing in paper,308,424
Writes with pen,318,354
dropped pen,424,433
used stapler,433,461
using stapler,434,456
picking stapler,436,452
Uses stapler,438,457
using stapler,441,487
Using Stapler on paper,444,454
drinking water ,456,508
garbing juice ,456,508
drinking water,468,508
Drinking water,473,491
drinking juice,483,488
removed headphones ,508,530
closing laptop,508,569
Removing headset,512,524
taking headphones off,514,529
closing laptop,530,557
Closing laptop,543,552
closing laptop,543,552
