Acting to work,1,636
working at office,1,636
USE LAPTOP,21,82
uses laptop touchpad,26,77
typing on laptop,26,129
touching laptop,26,123
Typing on laptop,27,131
typing on laptop,29,130
using laptop,48,136
Checking laptop,57,82
types on keyboard,78,123
typing,78,124
START TYPING,82,120
Typing in laptop,82,130
Typing on keyboard,83,128
STERT WRITING,120,216
writing on paper ,129,238
grabs red pen,130,135
writing on paper,130,239
Picking up pen,130,142
Writing on paper,131,240
picking pen,131,236
Writing paper,132,237
Picking pen,133,142
writes in notebook,142,229
writing,147,251
Started writing,147,240
Writing in paper,147,236
writing,148,230
START TYPING,216,299
drops red pen,231,235
typing on laptop,238,312
working on laptop,239,310
Typing in laptop,243,311
touching laptop,244,305
types on keyboard,247,307
working on laptop,249,309
Typing onkeyboard,253,309
typing,262,311
typing,269,304
START WRITING,299,323
Writing again,309,394
picking pen,309,390
picks up red pen,310,312
writing on paper,310,395
writing,311,396
writing on paper,312,394
writes in notebook,313,388
writing,314,361
Writing in paper,316,395
START TYPING,323,447
writing,364,389
drops pen,390,390
typing on laptop,394,471
typing,395,474
types on keyboard,398,466
typing on laptop,398,468
Typing in laptop,399,470
writing,404,473
Typing on keyboard,409,471
CONSUME JUICE,440,550
TOP OFF JUICE,447,488
consuming juice,460,554
Drinking water,470,527
grabs orange juice,471,475
Removing bottle cap,471,484
drinking water ,471,526
grabing juice bottle ,471,529
drinking,473,515
drinking water,474,531
Drinking Water,474,527
opens orange juice,476,480
shakes juice bottle,482,487
Drinking water,484,520
DRINK JUICE,488,503
drinks orange juice,489,509
drinking juice,492,509
TOP ON JUICE,503,523
closes orange bottle,511,522
closing the bottle,514,526
STARTING WRITING,523,584
places bottle on desk,525,530
writing on paper,526,641
picking pen,529,623
grabs red pen,531,531
uses red pen,531,622
writing on paper,531,641
writes in notebook,535,621
writing,537,629
Writing in paper,540,627
writing,552,621
writing on paper,556,629
PEN DOWN,584,640
drops red pen,625,625
USE LAPTOP,630,641
