working,1,2890
doing office work,1,2879
writing,46,2932
Picking up Pen,102,181
Picking up ballpen,102,152
pickup pen,104,167
grabbing a pen ,104,116
use pen,106,520
Writing with ballpen,152,528
reading the paper,158,169
writing on paper,167,529
writing on a paper,176,533
Writing,178,2217
Writing,225,520
writing,240,528
moved stapler ,529,561
Moving stapler,533,564
Replacing the stapler,536,560
Placing stapler aside,537,554
move black object,537,558
writing on paper,561,1068
Writing with ballpen,564,2216
Writing,585,1053
writing on the paper,589,1068
write on paper,591,642
writing with a pen,653,1067
write on paper,660,1058
writing on paper,1068,2194
Listening and writing,1103,2179
write on paper,1103,2189
writing,1117,2194
writing on paper,1150,2216
moving hand,2194,2240
Puts pen down,2205,2222
Putting down ballpen,2216,2225
Typing on laptop,2229,2462
Works on laptop,2234,2459
Uses Laptop,2234,2881
use computer,2238,2465
Using the laptop,2239,2464
working on laptop,2240,2401
working on laptop,2240,2477
working on laptop,2401,2470
Talking on headphone,2462,2762
adjusting headphone,2470,2530
adjusts microphone,2472,2542
adjusting headphones/mic,2482,2528
adjusting headphone,2489,2564
talk on headphones,2530,2761
watching laptop,2530,2640
talking on the mic,2533,2779
Speaks on microphone,2547,2773
talking on headphone,2583,2844
speaking on mic,2640,2779
Typing on laptop,2762,2795
ending call,2767,2797
working on laptop,2779,2804
Putting down headphone,2803,2876
removing headphone,2804,2886
removes headphones,2808,2872
remove headphones,2811,2878
removing headphone,2812,2849
removing headphones,2826,2879
