Plugging earphones,10,55
Looking straight,14,32
Office Work,14,1291
Earphone using,38,76
Ploughing earphone,45,68
Picking up pen,49,62
listening to music,53,1240
writing paper,64,1240
writing,65,75
Opening laptop,67,156
Starting Music,73,153
opening laptop,75,85
Opening laptop,76,87
Powering on laptop,76,124
using computer,83,1205
using laptop,85,1205
laptop use,87,153
opening laptop,88,96
Working,150,290
filling out paper,156,306
writing on book,157,293
writing,157,285
Writing on paper,163,301
Browsing on laptop,285,1143
Looking on laptop,293,603
watch laptop,299,582
Using laptop,306,800
Viewing laptop screen,351,826
watch laptop,659,750
typing on laptop,797,948
typing on keyboard,804,949
Typing on laptop,805,957
laptop keyboard typing,809,951
Typing using keybord,826,1015
Using laptop,956,1144
laptop use,974,1139
taken note,1137,1188
Working,1138,1180
Writing,1143,1192
Writing on paper,1149,1202
Writing,1152,1189
Closing Laptop,1188,1206
laptop and note closed,1189,1255
Closing laptop,1189,1215
closing laptop,1198,1207
Closing laptop,1203,1213
taking out headphones,1208,1216
Plugging out earphones,1208,1215
Organizing notes,1215,1240
Arranging work,1215,1249
Closing paper n pen,1223,1255
Moves pen,1240,1252
Walks away,1258,1291
went outside,1260,1288
Walking away,1261,1291
leaving,1266,1291
Moving away,1272,1287
Moving away,1273,1287
