Working in an office,1,870
working generally,1,870
Laptop work,13,870
put earphone in,18,29
wearing headphone,21,39
putting on earphones,23,41
Wears Earphone,26,41
Puts earbuds in,30,48
puts in headphones,33,47
reach for computer,38,57
working on laptop,39,73
Uses Laptop,41,73
move on touchpad,43,73
listening to music,43,839
reading from laptop,53,105
Uses laptop,57,98
writing on paper,62,122
reach for pen,71,74
Pickup Pen,73,106
writing on paper,73,187
pick up pen,74,86
filling out papers,88,636
Writes on paper,105,392
paper work,105,640
Writes,106,186
write,109,185
writting on paper,112,185
writing notes,119,656
searching laptop,122,473
reading paper,187,233
write,213,240
move papers,221,267
writing on paper,233,416
write,252,412
Writes on paper,265,414
pick up paper,412,426
Organizes notes,413,507
Arranges Papers,414,454
arranging paper,416,475
flips paper,425,453
move paper,426,443
write,443,475
Reads on laptop,470,496
writing on paper,473,557
use computer,475,495
working on laptop,475,496
put paper down,484,499
read paper,495,540
Reads Edits Writes,496,634
writing on paper,496,638
write,546,556
Writes on paper,546,640
write,549,637
searching laptop,557,661
Uses laptop,634,818
use computer,637,689
working on laptop,638,826
using laptop,645,851
Uses laptop,646,763
using laptop,654,851
typing,661,710
type,686,758
typing,690,783
turn in chair,758,779
remove ear plug,798,834
take earphones out,812,832
Closes laptop,815,870
Takes out earplugs,818,836
removing earphones,821,832
removing headphone,826,836
close laptop,832,863
closing laptop,832,852
closed laptop,834,852
Closes Laptop,836,853
closing laptop,836,850
closing laptop,836,856
Consolidates,853,868
looking at paper,856,870
