Opened Laptop,1,18
Uni Work,1,767
working,15,744
type on keyboard,30,42
Putting on headphones,36,84
Pick up headphone,42,50
Put on headphones,46,101
Putting on headphones,55,77
use mouse pad,83,91
pick up pen,100,111
Stacking papers,101,152
Picking up pen,104,121
picking up pen,107,120
Adjusting papers,121,150
stack paper,126,143
Adjust paper pile,129,145
Making notes,144,358
Working on paperwork,144,401
Writing with pen,169,204
Writing notes down,176,209
writing,178,356
Checking watch,204,220
Check watch,209,218
Check watch,209,218
Writing with pen,220,349
Writing notes down,222,354
Playing with microphone,234,319
Using calculator,349,384
use calculator,356,384
Using calculator,358,383
Writing with pen,384,393
writing,391,393
Typing on laptop,395,443
Typing on computer,395,449
typing in laptop,400,448
Using computer,400,448
typing on computer,402,448
Putting pen down,443,446
Picking pen drive,446,467
Inserting USB drive,448,513
Plugging in USB,450,506
Plugging pen drive,467,507
input usb ,478,507
Typing on laptop,507,530
Operating laptop,507,531
Taking a Drink,530,570
Drinking from cup,537,563
Grabbed Cup,538,549
drinking,540,563
drinking water,542,561
Drank from cup,549,561
Operating laptop,564,591
use mousepad,574,595
finalizing paperwork,607,699
Using stapler,612,653
Stapled paper,614,652
staple papers,619,703
staple paper,624,637
Stapling papers,626,639
Using stapler,672,703
Stapling paper,674,691
use laptop,703,725
Typing on computer,706,723
Took off headphones,714,735
taking off heaphones,722,730
Puting down headphone,724,732
put down headphone,725,738
Closed laptop,725,750
Closing computer,727,736
Closing laptop,732,742
close laptop,738,747
